"","subject","activityLabel","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z"
"2285",20,"STANDING",0.95672253,-0.030319484,0.18357762,-0.9848984,-0.99663537,-0.92796457
"2286",20,"STANDING",0.95742391,-0.03835548,0.18288193,-0.99042148,-0.95150748,-0.9469029
"2287",20,"STANDING",-0.45881749,0.76221235,0.60523365,0.54174973,-0.69455084,-0.78533795
"2288",20,"STANDING",-0.71293422,0.79717244,0.62747734,-0.8257433,-0.95417283,-0.97156768
"2289",20,"STANDING",-0.6862925,0.78816543,0.6237672,-0.92494734,-0.9853101,-0.98433875
"2290",20,"STANDING",-0.69027579,0.78819595,0.62448379,-0.95514148,-0.99289126,-0.98914541
"2291",20,"STANDING",-0.6978093,0.78906225,0.6255037,-0.99642609,-0.9976735,-0.99883224
"2292",20,"STANDING",-0.69831934,0.78846088,0.62563365,-0.99312924,-0.99789475,-0.99795416
"2293",20,"STANDING",-0.70204649,0.78925382,0.62502662,-0.98655729,-0.99319519,-0.99182226
"2294",20,"STANDING",-0.70228495,0.79176108,0.62248288,-0.98584386,-0.99139868,-0.98776677
"2295",20,"STANDING",-0.69848849,0.79273409,0.6206145,-0.98889059,-0.99586637,-0.99632629
"2296",20,"STANDING",-0.69871259,0.79139616,0.62157223,-0.99184613,-0.99461025,-0.9916376
"2297",20,"STANDING",-0.70003597,0.79060336,0.6232994,-0.99804218,-0.99935991,-0.99592791
"2298",20,"STANDING",-0.700315,0.79055164,0.62359541,-0.99725406,-0.99926724,-0.9979143
"2299",20,"STANDING",-0.70184594,0.79023424,0.62228793,-0.99467682,-0.99831012,-0.99274271
"2300",20,"STANDING",-0.70491888,0.78923435,0.62225776,-0.98985937,-0.99533018,-0.99241529
"2301",20,"STANDING",-0.70669158,0.78814433,0.62340171,-0.99498818,-0.99813992,-0.99689284
"2302",20,"STANDING",-0.70564934,0.78826583,0.62322542,-0.99474636,-0.9976465,-0.99700897
"2303",20,"STANDING",-0.70535354,0.78878417,0.62269618,-0.99208867,-0.99811246,-0.99542293
"2304",20,"STANDING",-0.45730157,0.84993385,0.55105347,-0.87958515,-0.85852777,-0.79227899
"2305",20,"STANDING",-0.46152361,0.82728148,0.58094331,-0.97253703,-0.97555653,-0.95258504
"2306",20,"STANDING",-0.47078133,0.82756103,0.58467498,-0.95181237,-0.98551297,-0.97570502
"2307",20,"STANDING",-0.48852702,0.82387007,0.59088097,-0.95568241,-0.98167498,-0.96537541
"2308",20,"STANDING",-0.50504662,0.82134844,0.59556659,-0.95867834,-0.99690827,-0.99529321
"2309",20,"STANDING",-0.51446478,0.82191752,0.59509416,-0.98677851,-0.99799357,-0.99507797
"2310",20,"STANDING",-0.51507822,0.82183988,0.59485543,-0.99241618,-0.99845552,-0.99575096
"2311",20,"STANDING",-0.51913591,0.82186622,0.59540068,-0.97607126,-0.99846346,-0.99747944
"2312",20,"STANDING",-0.52373983,0.8227361,0.59466577,-0.97978263,-0.99610929,-0.99345751
"2313",20,"STANDING",-0.5169489,0.82399951,0.59345724,-0.96391217,-0.99571859,-0.99498868
"2314",20,"STANDING",-0.52348441,0.82354071,0.59449423,-0.93097998,-0.99376798,-0.98991694
"2315",20,"STANDING",-0.54951317,0.82231744,0.59577837,-0.93238345,-0.99800751,-0.99590603
"2316",20,"STANDING",-0.5631155,0.82268804,0.59498432,-0.98556385,-0.9974328,-0.99515334
"2317",20,"STANDING",-0.56033864,0.82323789,0.593947,-0.98200893,-0.99917613,-0.99675524
"2318",20,"STANDING",0.92280966,-0.31019818,-0.052477949,-0.95775964,-0.96600703,-0.83459875
"2319",20,"STANDING",0.90879238,-0.31503351,-0.077009218,-0.96150448,-0.97274711,-0.93219478
"2320",20,"STANDING",0.90322497,-0.31927911,-0.077884693,-0.99073763,-0.99122867,-0.96375318
"2321",20,"STANDING",0.90453216,-0.32011917,-0.083533114,-0.99232172,-0.98457206,-0.94881219
"2322",20,"STANDING",0.90859941,-0.31764682,-0.093231198,-0.97893453,-0.97308082,-0.97048272
"2323",20,"STANDING",0.90926137,-0.32233935,-0.099804651,-0.98076362,-0.95592223,-0.97262734
"2324",20,"STANDING",0.90197758,-0.32615085,-0.098918293,-0.97847465,-0.97557652,-0.96768435
"2325",20,"STANDING",0.9025197,-0.32106243,-0.091188566,-0.9754073,-0.98527412,-0.97223951
"2326",20,"STANDING",0.91372522,-0.3247092,-0.090430368,-0.96432224,-0.96125672,-0.9600677
"2327",20,"STANDING",0.92035221,-0.3328008,-0.097775292,-0.97861316,-0.96623299,-0.95051589
"2328",20,"STANDING",0.9160232,-0.33047208,-0.096029557,-0.97558695,-0.96834022,-0.9518972
"2329",20,"STANDING",0.91217926,-0.32479552,-0.092214581,-0.98391842,-0.98058193,-0.9779495
"2330",20,"STANDING",0.90342343,-0.32806162,-0.093105839,-0.9530439,-0.97316703,-0.98361446
"2331",20,"STANDING",0.9020405,-0.3264706,-0.095580642,-0.9516401,-0.96953889,-0.96817159
"2332",20,"STANDING",0.92457679,-0.29465008,-0.072115502,-0.93360971,-0.89644897,-0.86617581
"2333",20,"STANDING",0.90787611,-0.31937678,-0.095469111,-0.97064785,-0.95771393,-0.94405675
"2334",20,"STANDING",0.89807492,-0.32277404,-0.10184726,-0.96098624,-0.97622065,-0.9832126
"2335",20,"STANDING",0.90035841,-0.31616184,-0.10372108,-0.95509889,-0.97422963,-0.97403151
"2336",20,"STANDING",0.90883647,-0.32015603,-0.10492112,-0.97901937,-0.95518135,-0.97281241
"2337",20,"STANDING",0.90462005,-0.3267521,-0.10515974,-0.97830963,-0.97517247,-0.97770273
"2338",20,"STANDING",0.90177156,-0.32519052,-0.10819772,-0.98163341,-0.98157582,-0.97257892
"2339",20,"STANDING",0.91188757,-0.33134995,-0.1124043,-0.95258609,-0.96140023,-0.98887168
"2340",20,"STANDING",0.9138081,-0.33544541,-0.10867704,-0.95588257,-0.98205131,-0.96107936
"2341",20,"STANDING",0.90394535,-0.32911346,-0.095095567,-0.96956256,-0.97690734,-0.93269735
"2342",20,"STANDING",0.89660082,-0.32907186,-0.10143919,-0.96908024,-0.96101041,-0.8754216
"2343",20,"STANDING",0.8933956,-0.34426211,-0.13572084,-0.97837961,-0.92935082,-0.85455151
"2344",20,"STANDING",0.8962281,-0.3487169,-0.14926724,-0.98759475,-0.95705844,-0.95246273
"2345",20,"STANDING",0.90983983,-0.26424239,-0.047220568,-0.91019617,-0.82011402,-0.87869493
"2346",20,"STANDING",0.9415771,-0.2294395,-0.059554728,-0.91160888,-0.95179383,-0.9663819
"2347",20,"STANDING",0.94893566,-0.22632759,-0.07176679,-0.94171747,-0.967801,-0.8650229
"2348",20,"STANDING",0.93078353,-0.238152,-0.082267989,-0.93751845,-0.9503818,-0.8929202
"2349",20,"STANDING",0.92244644,-0.24856646,-0.076577788,-0.97418657,-0.95473427,-0.92063814
"2350",20,"STANDING",0.92076069,-0.25128548,-0.075894072,-0.96267863,-0.95208782,-0.92515834
"2351",20,"STANDING",0.93124052,-0.23847653,-0.055079175,-0.93106723,-0.92183938,-0.85403657
"2352",20,"STANDING",0.88590124,-0.32102373,-0.14903967,-0.9326098,-0.83580964,-0.84624092
"2353",20,"STANDING",0.90544435,-0.29275998,-0.17103163,-0.96287499,-0.97466681,-0.97457395
"2354",20,"STANDING",0.91377025,-0.2990475,-0.1762351,-0.97410976,-0.93884884,-0.96664857
"2355",20,"STANDING",0.90502887,-0.31157737,-0.17579371,-0.94465277,-0.9347709,-0.96010827
"2356",20,"STANDING",0.90407965,-0.31028865,-0.166909,-0.94899008,-0.93384804,-0.96008464
"2357",20,"STANDING",0.90899948,-0.31209965,-0.16222649,-0.96697589,-0.93413037,-0.95338693
"2358",20,"STANDING",0.90835066,-0.30757381,-0.15205905,-0.97583479,-0.92800408,-0.91992463
"2359",20,"STANDING",0.87186603,-0.32828489,-0.14099299,-0.88788393,-0.79151485,-0.92491682
"2360",20,"STANDING",0.90747484,-0.28977396,-0.13205468,-0.89982142,-0.94729588,-0.9350184
"2361",20,"STANDING",0.92631139,-0.27646331,-0.11941303,-0.98042196,-0.94158314,-0.96321026
"2362",20,"STANDING",0.92306442,-0.28818061,-0.12670795,-0.96819314,-0.87606906,-0.91518738
"2363",20,"STANDING",0.92909016,-0.29371851,-0.12522516,-0.94064278,-0.88532116,-0.90212961
"2364",20,"STANDING",0.9373395,-0.27627226,-0.11759926,-0.96722803,-0.92274696,-0.93313585
"2365",20,"STANDING",0.9237578,-0.28588791,-0.12318044,-0.95004497,-0.92430673,-0.94365513
"2366",20,"STANDING",0.91576613,-0.2860134,-0.11567926,-0.98470864,-0.92884044,-0.93711114
"2367",20,"STANDING",0.86682619,-0.36697929,-0.20853059,-0.73582112,-0.66631071,-0.61861058
"2368",20,"STANDING",0.78989927,-0.43081434,-0.27777491,-0.85466709,-0.92100895,-0.82669068
"2369",20,"STANDING",0.76685915,-0.43856926,-0.29343897,-0.97433402,-0.98947792,-0.97349478
"2370",20,"STANDING",0.78004569,-0.43719581,-0.28709109,-0.94023096,-0.98681216,-0.9539234
"2371",20,"STANDING",0.79763523,-0.43060358,-0.27332428,-0.96437922,-0.96662095,-0.92547987
"2372",20,"STANDING",0.78584381,-0.44374351,-0.27346938,-0.90648249,-0.8906406,-0.92133525
"2373",20,"STANDING",0.75647687,-0.47305085,-0.29268938,-0.92804657,-0.92128099,-0.92219943
"2374",20,"STANDING",0.74067865,-0.47120591,-0.31442525,-0.97533639,-0.92065116,-0.89405965
"2375",20,"STANDING",0.84924566,-0.41655213,-0.21042626,-0.84755582,-0.85986793,-0.75677973
"2376",20,"STANDING",0.79135563,-0.45504683,-0.27022682,-0.8340458,-0.89721333,-0.78674566
"2377",20,"STANDING",0.75134686,-0.47823262,-0.30756332,-0.94324007,-0.95240004,-0.90115472
"2378",20,"STANDING",0.74640851,-0.48061888,-0.30392032,-0.96239895,-0.93892788,-0.88840085
"2379",20,"STANDING",0.76175449,-0.46102428,-0.28949431,-0.94118575,-0.90815488,-0.90958977
"2380",20,"STANDING",0.77008802,-0.45835989,-0.29862182,-0.97933338,-0.93319802,-0.90313256
"2381",20,"STANDING",0.75809465,-0.47648651,-0.31402226,-0.95242408,-0.94960661,-0.95404462
"2382",20,"STANDING",0.74753199,-0.47736535,-0.31685801,-0.97701471,-0.96151393,-0.96860923
"2383",20,"STANDING",0.73778901,-0.47570191,-0.31176837,-0.95521257,-0.97660773,-0.95789996
"2384",20,"STANDING",0.73609104,-0.47886491,-0.31563465,-0.95003282,-0.98786683,-0.94532246
"2385",20,"STANDING",0.78393135,-0.44054213,-0.31574094,-0.75517134,-0.77011719,-0.92324356
"2386",20,"STANDING",0.72140706,-0.4857721,-0.32340633,-0.90012033,-0.93249553,-0.96649724
"2387",20,"STANDING",0.70596405,-0.49377987,-0.33071831,-0.97237333,-0.98219645,-0.92904899
"2388",20,"STANDING",0.73127391,-0.47909727,-0.33377442,-0.85912665,-0.90029242,-0.9320786
"2389",20,"STANDING",0.76156516,-0.45485773,-0.31757863,-0.92186982,-0.93402379,-0.91671208
"2390",20,"STANDING",0.7518129,-0.45708497,-0.31357593,-0.92462025,-0.93392524,-0.91466733
"2391",20,"STANDING",0.72419204,-0.48088871,-0.34093129,-0.92624412,-0.91830998,-0.83544627
"2392",20,"STANDING",0.70574691,-0.48931308,-0.36101116,-0.97064262,-0.9632359,-0.96184243
"2393",20,"STANDING",0.90992081,-0.33801084,0.082755397,-0.86108751,-0.85324813,-0.70768451
"2394",20,"STANDING",0.88358772,-0.37759372,0.072185396,-0.97426903,-0.89142887,-0.80852425
"2395",20,"STANDING",0.89195813,-0.38300967,0.037050723,-0.93990671,-0.91552144,-0.91219694
"2396",20,"STANDING",0.89480729,-0.38491725,0.024447411,-0.92173133,-0.85640283,-0.97935294
"2397",20,"STANDING",0.86596018,-0.42933443,0.045956437,-0.89044621,-0.8093062,-0.81965646
"2398",20,"STANDING",0.8563935,-0.44280516,0.078253418,-0.9514556,-0.91290776,-0.88858008
"2399",20,"STANDING",0.8640062,-0.43316155,0.077693641,-0.97861774,-0.95282404,-0.92482055
"2400",20,"STANDING",0.85905216,-0.44460933,0.063179365,-0.97978529,-0.95582001,-0.95458174
"2401",20,"STANDING",0.85898131,-0.44654043,0.063190475,-0.98730904,-0.97830431,-0.96446927
"2402",20,"STANDING",0.85906695,-0.44647902,0.062588254,-0.98801583,-0.97426505,-0.94845661
"2403",20,"STANDING",0.856217,-0.4515572,0.051466858,-0.99139403,-0.97667847,-0.94965871
"2404",20,"STANDING",0.86005958,-0.44594949,0.046435976,-0.97824982,-0.9585724,-0.99395908
"2405",20,"STANDING",0.86695817,-0.4348516,0.050777045,-0.98616354,-0.97439521,-0.97085727
"2406",20,"STANDING",0.8649867,-0.43509092,0.060980183,-0.97334666,-0.96587593,-0.94750414
"2407",20,"STANDING",0.85798574,-0.444552,0.065664648,-0.97708815,-0.96232028,-0.95158089
"2408",20,"STANDING",0.86134235,-0.4396458,0.065404404,-0.97087556,-0.9427162,-0.91728813
"2409",20,"STANDING",0.86544268,-0.42877615,0.078596765,-0.98661969,-0.97971754,-0.88712721
"2410",20,"STANDING",0.86897349,-0.42425601,0.078623959,-0.97436499,-0.97880039,-0.91314931
"2411",20,"LAYING",0.87490095,-0.42035593,0.066914838,-0.99408499,-0.99271216,-0.98589316
"2412",20,"LAYING",0.87495488,-0.42088446,0.06824791,-0.99717734,-0.99485756,-0.98695224
"2413",20,"LAYING",0.79817485,-0.52122725,-0.12724808,-0.78830674,-0.73026417,-0.7839131
"2414",20,"LAYING",0.83436993,-0.48074682,-0.055844074,-0.96775891,-0.95703455,-0.66852184
"2415",20,"LAYING",0.83699733,-0.47872084,0.011678083,-0.96372179,-0.95644449,-0.80332311
"2416",20,"LAYING",0.8473614,-0.46739178,0.036493278,-0.97958201,-0.96953117,-0.97733
"2417",20,"LAYING",0.84810171,-0.46650543,0.034969938,-0.98799582,-0.98028581,-0.97473727
"2418",20,"LAYING",0.84571864,-0.46944337,0.025200558,-0.99419524,-0.98965271,-0.94928887
"2419",20,"LAYING",0.84618946,-0.46962842,0.010872013,-0.99674243,-0.9935886,-0.94132781
"2420",20,"LAYING",0.84588849,-0.47170479,0.00010621487,-0.99632279,-0.99088032,-0.9734369
"2421",20,"LAYING",0.8476531,-0.46894372,0.0022188427,-0.98629857,-0.97320337,-0.96092694
"2422",20,"LAYING",0.85390093,-0.45906694,0.0084971252,-0.98099319,-0.96612273,-0.97109927
"2423",20,"LAYING",0.86216246,-0.44631308,0.0034501541,-0.97373497,-0.95044001,-0.95334717
"2424",20,"LAYING",0.87093578,-0.43161745,0.0013489812,-0.97497382,-0.94899229,-0.97083407
"2425",20,"LAYING",0.87163623,-0.43045749,0.0063675997,-0.98267497,-0.96326511,-0.99006518
"2426",20,"LAYING",0.86736207,-0.43777711,0.0078457107,-0.99258045,-0.9849069,-0.99584239
"2427",20,"LAYING",0.86808104,-0.43660173,0.0086678785,-0.99284687,-0.98643403,-0.99740376
"2428",20,"LAYING",0.93291432,0.20513151,-0.023705441,-0.97947795,-0.69202906,-0.84118371
"2429",20,"LAYING",0.92561718,0.23741173,0.0045924201,-0.98285294,-0.97131141,-0.90651345
"2430",20,"LAYING",0.92152216,0.23919637,0.016412491,-0.9948541,-0.97329123,-0.98516807
"2431",20,"LAYING",0.92072789,0.24344152,0.027741443,-0.99814823,-0.99445902,-0.92079631
"2432",20,"LAYING",0.91886253,0.24442666,0.049693069,-0.99049408,-0.99173305,-0.90539285
"2433",20,"LAYING",0.91667647,0.24637105,0.06099268,-0.99580061,-0.99386819,-0.97983693
"2434",20,"LAYING",0.91707733,0.24673889,0.056676062,-0.99661968,-0.99778241,-0.9742277
"2435",20,"LAYING",0.91773092,0.2468287,0.054490104,-0.99971533,-0.99740403,-0.98949375
"2436",20,"LAYING",0.91793623,0.24759759,0.056121964,-0.99917199,-0.99799268,-0.99288254
"2437",20,"LAYING",0.91792374,0.24781438,0.058953802,-0.99902035,-0.99901284,-0.98250263
"2438",20,"LAYING",0.91799836,0.24661303,0.06115136,-0.99871835,-0.99358636,-0.99145726
"2439",20,"LAYING",0.91821859,0.24522455,0.061899062,-0.99969567,-0.99635598,-0.99115354
"2440",20,"LAYING",0.91772189,0.24604191,0.062681105,-0.99760569,-0.99358358,-0.99327495
"2441",20,"LAYING",0.97969408,-0.084568779,-0.067620315,-0.97711771,-0.97769574,-0.88213313
"2442",20,"LAYING",0.97523774,-0.076629125,-0.053553649,-0.99148015,-0.97360612,-0.91452317
"2443",20,"LAYING",0.97567216,-0.071733043,-0.041050091,-0.99555572,-0.98861131,-0.97908642
"2444",20,"LAYING",0.97669723,-0.073515043,-0.033787811,-0.99896591,-0.98650836,-0.96395475
"2445",20,"LAYING",0.97665261,-0.075611852,-0.031618942,-0.99851123,-0.99816375,-0.97419167
"2446",20,"LAYING",0.9756486,-0.072561999,-0.04447535,-0.99637002,-0.97770529,-0.92092867
"2447",20,"LAYING",0.97514338,-0.064233005,-0.058532466,-0.99794272,-0.96443054,-0.9338704
"2448",20,"LAYING",0.97554869,-0.070340863,-0.04424954,-0.9980173,-0.9356541,-0.8671734
"2449",20,"LAYING",0.97589868,-0.078190922,-0.03298406,-0.99776307,-0.97379321,-0.93142043
"2450",20,"LAYING",0.975089,-0.07087607,-0.051104385,-0.9949849,-0.9755603,-0.91089848
"2451",20,"LAYING",0.97401346,-0.062948797,-0.065298324,-0.99774712,-0.97426467,-0.95970681
"2452",20,"LAYING",0.97497636,-0.05870096,-0.057966052,-0.99507934,-0.99396322,-0.92393628
"2453",20,"LAYING",0.97588368,-0.062319335,-0.045391286,-0.99849926,-0.97753954,-0.9760497
"2454",20,"LAYING",0.97586009,-0.069277885,-0.040823564,-0.99890497,-0.97927539,-0.98166866
"2455",20,"LAYING",0.97549129,-0.069567942,-0.046910561,-0.99780423,-0.97963008,-0.93418496
"2456",20,"LAYING",0.97492872,-0.0629607,-0.059283298,-0.99937217,-0.97716272,-0.95711846
"2457",20,"LAYING",0.97521436,-0.059197755,-0.056712942,-0.99795127,-0.99718712,-0.95264533
"2458",20,"LAYING",0.094295821,0.7600206,0.43419491,0.33194815,-0.26190979,-0.62929195
"2459",20,"LAYING",-0.18236539,0.86298903,0.49071517,-0.76545911,-0.93410902,-0.90842234
"2460",20,"LAYING",-0.19741348,0.85382366,0.49353644,-0.94325921,-0.97102816,-0.96843189
"2461",20,"LAYING",-0.18646508,0.85380404,0.487508,-0.99133507,-0.98568676,-0.98317805
"2462",20,"LAYING",-0.18981423,0.85690247,0.48621132,-0.98096229,-0.99495291,-0.99448594
"2463",20,"LAYING",-0.1986787,0.85807465,0.48786929,-0.97406606,-0.99748728,-0.99202273
"2464",20,"LAYING",-0.20620831,0.85817124,0.48984084,-0.98552414,-0.99874117,-0.99238886
"2465",20,"LAYING",-0.21394563,0.8584757,0.49084034,-0.97305504,-0.99668851,-0.99496694
"2466",20,"LAYING",-0.22253976,0.85982445,0.48997436,-0.98285064,-0.9952749,-0.99171889
"2467",20,"LAYING",-0.2270096,0.86102168,0.49013648,-0.99180041,-0.99768593,-0.99209269
"2468",20,"LAYING",-0.23012785,0.8612088,0.49181427,-0.98887273,-0.99882843,-0.99608606
"2469",20,"LAYING",-0.23932333,0.86107301,0.49286884,-0.95777672,-0.99861116,-0.99068673
"2470",20,"LAYING",-0.26066903,0.86110931,0.49703279,-0.93023984,-0.99673421,-0.9738616
"2471",20,"LAYING",-0.27797377,0.86290377,0.49890016,-0.97680986,-0.98950774,-0.98665183
"2472",20,"LAYING",-0.28105,0.86512169,0.49626387,-0.99750379,-0.99626882,-0.99312171
"2473",20,"LAYING",-0.28291261,0.86573784,0.49491637,-0.98919503,-0.99871112,-0.99617165
"2474",20,"LAYING",-0.28858079,0.86691007,0.49336685,-0.98040165,-0.99330506,-0.99046181
"2475",20,"LAYING",-0.30110281,0.87121758,0.48774834,-0.95441483,-0.98037292,-0.96579432
"2476",20,"LAYING",-0.31608816,0.87651619,0.48066665,-0.96614313,-0.98739732,-0.97715727
"2477",20,"LAYING",-0.44357915,0.96878218,0.25940827,-0.77889252,-0.97886446,-0.98312845
"2478",20,"LAYING",-0.49092221,0.97270255,0.26134197,-0.95405028,-0.99623372,-0.98418855
"2479",20,"LAYING",-0.49376603,0.97418107,0.25582305,-0.9897052,-0.99366198,-0.95715762
"2480",20,"LAYING",-0.49526385,0.97557053,0.24817269,-0.98977408,-0.99759129,-0.98149697
"2481",20,"LAYING",-0.49710483,0.97589133,0.24614438,-0.99877661,-0.99918981,-0.99750748
"2482",20,"LAYING",-0.49885961,0.97613158,0.2456592,-0.98987076,-0.99883244,-0.9974132
"2483",20,"LAYING",-0.50354359,0.97646615,0.24463018,-0.98579712,-0.99928914,-0.99427627
"2484",20,"LAYING",-0.50705309,0.97638032,0.24401645,-0.99588545,-0.99839854,-0.99524101
"2485",20,"LAYING",-0.50852985,0.97640117,0.24402286,-0.99613349,-0.99769177,-0.99345663
"2486",20,"LAYING",-0.51067306,0.97721887,0.2409816,-0.99199995,-0.99655708,-0.97857696
"2487",20,"LAYING",-0.51396569,0.97778599,0.2364402,-0.98967898,-0.99923274,-0.98705657
"2488",20,"LAYING",-0.51590801,0.97818036,0.23422225,-0.99805628,-0.99749284,-0.99427179
"2489",20,"LAYING",-0.5150452,0.97870613,0.23228784,-0.99593843,-0.99851048,-0.99010785
"2490",20,"LAYING",-0.51473891,0.97854178,0.23293204,-0.99707702,-0.99832871,-0.98580876
"2491",20,"LAYING",-0.5157301,0.97863211,0.23508185,-0.9974991,-0.99713999,-0.99406899
"2492",20,"LAYING",-0.51665494,0.9790238,0.23548314,-0.99781231,-0.9974203,-0.99713528
"2493",20,"LAYING",-0.51746936,0.97888432,0.23415092,-0.99834739,-0.99791504,-0.9876737
"2494",20,"LAYING",-0.51876515,0.97928448,0.23142467,-0.99020677,-0.99656942,-0.98892439
"2495",20,"LAYING",0.91108587,-0.33659416,0.051243683,-0.95548729,-0.89098909,-0.79931976
"2496",20,"LAYING",0.904978,-0.3465652,0.025221155,-0.98657238,-0.97123445,-0.9832189
"2497",20,"LAYING",0.90151057,-0.35509824,0.019902578,-0.9693779,-0.91889627,-0.96604039
"2498",20,"LAYING",0.89079093,-0.37607016,0.019777313,-0.9659938,-0.943049,-0.96448184
"2499",20,"LAYING",0.89429418,-0.37655879,0.030603305,-0.95547903,-0.95552537,-0.9457272
"2500",20,"LAYING",0.89885011,-0.36214604,0.040839219,-0.97640634,-0.95543779,-0.96044641
"2501",20,"LAYING",0.89339891,-0.35984994,0.039912126,-0.9869553,-0.96849975,-0.95875861
"2502",20,"LAYING",0.89564551,-0.3663686,0.031055828,-0.9784116,-0.97593291,-0.96107172
"2503",20,"LAYING",0.90259663,-0.35679394,0.027863418,-0.97768125,-0.93626572,-0.98238213
"2504",20,"LAYING",0.89553153,-0.35682737,0.028005621,-0.94681324,-0.91701287,-0.98465095
"2505",20,"LAYING",0.88394777,-0.38127984,0.027487751,-0.97590576,-0.91011916,-0.97412592
"2506",20,"LAYING",0.88580238,-0.38995421,0.032222955,-0.98375389,-0.97255784,-0.95993384
"2507",20,"LAYING",0.9040306,-0.37046497,0.023899677,-0.94541034,-0.97123559,-0.96569547
"2508",20,"LAYING",0.88709893,-0.37809312,0.023220552,-0.95296798,-0.97793536,-0.97268703
"2509",20,"LAYING",0.88181564,-0.37549418,0.032936889,-0.98162141,-0.96651264,-0.91184942
"2510",20,"LAYING",0.88153725,-0.37154441,0.046574297,-0.98200407,-0.97734188,-0.97174893
"2511",20,"LAYING",0.88135549,-0.36886373,0.044646673,-0.9820061,-0.96818204,-0.97494703
"2512",20,"LAYING",0.87625601,-0.36939498,0.039077746,-0.96061197,-0.96910347,-0.97904679
"2513",20,"LAYING",0.87542325,-0.37550287,0.03680105,-0.9577543,-0.98064126,-0.98721298
"2514",20,"LAYING",0.8904027,-0.36848982,0.038971434,-0.95411852,-0.95006895,-0.97829272
"2515",20,"LAYING",0.8987204,-0.35891812,0.04804576,-0.98350171,-0.96871622,-0.95041575
"2516",20,"LAYING",0.89171257,-0.36548637,0.049135152,-0.96477251,-0.95116508,-0.95565667
"2517",20,"LAYING",0.8883733,-0.37208582,0.043185749,-0.97925536,-0.9856574,-0.97702593
"2518",20,"LAYING",0.89162606,-0.36603437,0.040948826,-0.98840928,-0.97224474,-0.97137191
"2519",20,"LAYING",0.91422235,-0.25724694,0.056177036,-0.9460166,-0.75678451,-0.93396387
"2520",20,"LAYING",0.93298548,-0.21566073,0.049180968,-0.95684958,-0.97294397,-0.98349367
"2521",20,"LAYING",0.94434931,-0.22067139,0.042451857,-0.97835284,-0.94290868,-0.93105907
"2522",20,"LAYING",0.93454979,-0.24542802,0.032351823,-0.93822831,-0.89399277,-0.95181333
"2523",20,"LAYING",0.93073267,-0.24063957,0.038337606,-0.93282425,-0.87209763,-0.93538038
"2524",20,"LAYING",0.94418537,-0.23864282,0.044408156,-0.9211104,-0.87066313,-0.94709537
"2525",20,"LAYING",0.93699886,-0.25325288,0.03760515,-0.92116907,-0.91295431,-0.94372731
"2526",20,"LAYING",0.93082565,-0.23229775,0.041857722,-0.96964497,-0.90209347,-0.93464726
"2527",20,"LAYING",0.90495706,-0.29424418,0.073078212,-0.84867458,-0.75612284,-0.92578509
"2528",20,"LAYING",0.93479116,-0.25806784,0.048236111,-0.96244637,-0.97745097,-0.84333031
"2529",20,"LAYING",0.93852429,-0.26651727,0.012826314,-0.95099946,-0.93676454,-0.81235118
"2530",20,"LAYING",0.93195229,-0.27715531,0.025206762,-0.94672679,-0.95286475,-0.76913712
"2531",20,"LAYING",0.92448684,-0.28163112,0.054538938,-0.94720025,-0.929135,-0.94566133
"2532",20,"LAYING",0.9136805,-0.28636298,0.065089862,-0.93326098,-0.9228966,-0.90163515
"2533",20,"LAYING",0.9176781,-0.27339692,0.090947314,-0.93304417,-0.91068459,-0.89301047
"2534",20,"LAYING",0.86695286,-0.36738441,0.061861864,-0.87759013,-0.68710708,-0.89356384
"2535",20,"LAYING",0.90367654,-0.31191153,0.076258468,-0.9306732,-0.94847664,-0.85541625
"2536",20,"LAYING",0.92831279,-0.29517012,0.093186851,-0.93948761,-0.93291402,-0.95541907
"2537",20,"LAYING",0.92035183,-0.30738376,0.092476645,-0.89805677,-0.86492454,-0.95568968
"2538",20,"LAYING",0.90696712,-0.31775496,0.089400817,-0.93008849,-0.89438738,-0.91918704
"2539",20,"LAYING",0.92110139,-0.29765387,0.07661141,-0.9337501,-0.92118359,-0.91541814
"2540",20,"LAYING",0.91649237,-0.28872989,0.069437114,-0.93526278,-0.9566047,-0.98365789
"2541",20,"LAYING",0.91709519,-0.28122759,0.079319421,-0.93518933,-0.95350719,-0.91758068
"2542",20,"LAYING",0.87765772,-0.42027815,0.011865659,-0.85815754,-0.84487847,-0.80253077
"2543",20,"LAYING",0.83159991,-0.4654352,0.0073955615,-0.87475922,-0.85085001,-0.86421542
"2544",20,"LAYING",0.80814911,-0.4921773,-0.00065878388,-0.97908778,-0.97181166,-0.92173862
"2545",20,"LAYING",0.80277457,-0.48947585,0.020088437,-0.97495901,-0.94110575,-0.90583511
"2546",20,"LAYING",0.81065316,-0.47352768,0.038119199,-0.94659331,-0.93545454,-0.93791433
"2547",20,"LAYING",0.82323658,-0.46381161,0.040170611,-0.97105061,-0.96742707,-0.94974335
"2548",20,"LAYING",0.82178472,-0.46366942,0.044094127,-0.96794261,-0.95057466,-0.92918222
"2549",20,"LAYING",0.80907842,-0.48014693,0.037037511,-0.95340065,-0.90600803,-0.86873237
